Cylinder
   x/c        y/c
 1.0	0.0
 0.987688	0.156434
 0.951057	0.309017
 0.891007	0.45399
 0.809017	0.587785
 0.707107	0.707107
 0.587785	0.809017
 0.45399	0.891007
 0.309017	0.951057
 0.156434	0.987688
 0.0	1.0
 -0.156434	0.987688
 -0.309017	0.951057
 -0.45399	0.891007
 -0.587785	0.809017
 -0.707107	0.707107
 -0.809017	0.587785
 -0.891007	0.45399
 -0.951057	0.309017
 -0.987688	0.156434
 -1.0	0.0
 -0.987688	-0.156434
 -0.951057	-0.309017
 -0.891007	-0.45399
 -0.809017	-0.587785
 -0.707107	-0.707107
 -0.587785	-0.809017
 -0.45399	-0.891007
 -0.309017	-0.951057
 -0.156434	-0.987688
 -0.0	-1.0
 0.156434	-0.987688
 0.309017	-0.951057
 0.45399	-0.891007
 0.587785	-0.809017
 0.707107	-0.707107
 0.809017	-0.587785
 0.891007	-0.45399
 0.951057	-0.309017
 0.987688	-0.156434
 1.0	-0.0
