NREL's S815 Airfoil
   x/c        y/c
1.000000   0.000000
0.996173   0.001133
0.985317   0.004881
0.968744   0.011230
0.947570   0.019426
0.922318   0.028413
0.892882   0.037295
0.858861   0.045992
0.820626   0.054798
0.778755   0.063696
0.733854   0.072589
0.686557   0.081333
0.637515   0.089752
0.587388   0.097641
0.536833   0.104767
0.486493   0.110878
0.436986   0.115700
0.388903   0.118923
0.342805   0.120166
0.299024   0.118640
0.256752   0.114308
0.216262   0.107924
0.178016   0.099823
0.142448   0.090268
0.109968   0.079497
0.080953   0.067752
0.055765   0.055278
0.034732   0.042339
0.018216   0.029212
0.006536   0.016218
0.001725   0.007768
0.000670   0.004717
0.000438   0.003825
0.000070   0.001733
0.000038  -0.001324
0.000429  -0.004570
0.001456  -0.009000
0.007838  -0.023840
0.018563  -0.039818
0.033214  -0.056411
0.051397  -0.073093
0.072764  -0.089487
0.096824  -0.105023
0.123271  -0.119221
0.151614  -0.131452
0.181610  -0.140977
0.213063  -0.147149
0.245908  -0.148514
0.282132  -0.145003
0.321561  -0.137586
0.364402  -0.126505
0.410645  -0.112506
0.460091  -0.096324
0.512409  -0.078791
0.567090  -0.060824
0.623409  -0.043386
0.680405  -0.027417
0.736890  -0.013751
0.791474  -0.003038
0.842638   0.004338
0.888816   0.008316
0.928515   0.009176
0.960420   0.007502
0.983194   0.004101
0.996007   0.001072
1.000000   0.000000
